region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank,A_test_boot,AB_test_boot
73,1,0.2854,NA,TRUE,NA,FALSE,0.4372,0.4121
74,1,0.1726,NA,TRUE,NA,FALSE,0.3417,0.2915
75,1,0.1056,NA,TRUE,NA,FALSE,0.3015,0.2965
76,2,0.0054,0.0278,FALSE,TRUE,FALSE,0.0302,0.1558
77,1,0.4749,NA,TRUE,NA,FALSE,0.6784,0.6884
78,1,0.6634,NA,TRUE,NA,FALSE,0.7789,0.7487
79,2,0.0047,0,FALSE,FALSE,FALSE,0.0452,0
80,2,0.3759,0.2655,TRUE,TRUE,FALSE,0.5477,0.4171
81,NA,NA,NA,NA,NA,FALSE,NA,NA
82,1,0.3878,NA,TRUE,NA,FALSE,0.5276,0.5176
83,1,0.0044,NA,FALSE,NA,FALSE,0.0352,0.0251
84,2,2e-4,0.2063,FALSE,TRUE,FALSE,0.005,0.4472
85,2,0.0141,0.0114,TRUE,TRUE,FALSE,0.0452,0.0704
86,1,0.0107,NA,TRUE,NA,FALSE,0.0804,0.0653
87,1,6e-4,NA,FALSE,NA,FALSE,0,0.0101
88,2,0.0038,0.2161,FALSE,TRUE,FALSE,0.0653,0.4322
89,2,1e-4,0.1901,FALSE,TRUE,FALSE,0.0302,0.3869
90,2,6e-4,0.3106,FALSE,TRUE,FALSE,0.0201,0.5528
91,1,0.7572,NA,TRUE,NA,FALSE,0.8693,0.8191
92,2,0.042,0.7479,TRUE,TRUE,FALSE,0.1658,0.8492
93,2,0.01,0.0964,TRUE,TRUE,FALSE,0.0754,0.2915
94,1,2e-4,NA,FALSE,NA,FALSE,0.005,0.0101
95,2,1e-4,4e-4,FALSE,FALSE,FALSE,0.005,0.005
96,2,0.0268,0.7694,TRUE,TRUE,FALSE,0.0955,0.8492
97,2,0,0.2737,FALSE,TRUE,FALSE,0,0.5075
98,2,0.0041,0.1014,FALSE,TRUE,FALSE,0.0402,0.206
99,1,0.5084,NA,TRUE,NA,FALSE,0.5075,0.5126
100,2,9e-4,0.2481,FALSE,TRUE,FALSE,0.0101,0.4271
101,1,0.0468,NA,TRUE,NA,FALSE,0.1558,0.2312
102,1,0.0664,NA,TRUE,NA,FALSE,0.1055,0.1658
103,1,0.0014,NA,FALSE,NA,FALSE,0.0352,0.0251
104,2,0.075,0.0529,TRUE,TRUE,FALSE,0.2513,0.1759
105,2,0.5338,0.002,TRUE,FALSE,FALSE,0.6834,0.0251
106,2,0.0214,0.0288,TRUE,TRUE,FALSE,0.1307,0.2161
107,2,5e-4,0.0014,FALSE,FALSE,FALSE,0.0201,0.0503
108,1,0.4834,NA,TRUE,NA,FALSE,0.6533,0.6281
109,2,2e-4,0.0069,FALSE,FALSE,FALSE,0.0151,0.0402
110,1,0.4877,NA,TRUE,NA,FALSE,0.5678,0.6784
111,2,0.2118,0.188,TRUE,TRUE,FALSE,0.4874,0.5578
112,1,0.4114,NA,TRUE,NA,FALSE,0.593,0.598
113,1,0.3418,NA,TRUE,NA,FALSE,0.5226,0.5176
114,NA,NA,NA,NA,NA,TRUE,NA,NA
115,NA,NA,NA,NA,NA,TRUE,NA,NA
116,2,0.001,0.002,FALSE,FALSE,FALSE,0.0302,0.0302
117,NA,NA,NA,NA,NA,TRUE,NA,NA
118,NA,NA,NA,NA,NA,TRUE,NA,NA
119,1,0.1247,NA,TRUE,NA,FALSE,0.2412,0.3518
120,1,0.0021,NA,FALSE,NA,FALSE,0.0101,0.0101
121,1,0.157,NA,TRUE,NA,FALSE,0.3015,0.3317
122,1,0.6953,NA,TRUE,NA,FALSE,0.8141,0.794
123,1,0.1075,NA,TRUE,NA,FALSE,0.2362,0.2412
124,1,0.0542,NA,TRUE,NA,FALSE,0.1256,0.1759
125,2,0.0887,0.0066,TRUE,FALSE,FALSE,0.3116,0.0302
126,1,0.0011,NA,FALSE,NA,FALSE,0.0251,0.005
127,1,0.1953,NA,TRUE,NA,FALSE,0.402,0.3467
128,1,0.3688,NA,TRUE,NA,FALSE,0.3819,0.5226
129,2,8e-4,1e-4,FALSE,FALSE,FALSE,0.005,0.0151
130,1,0.0761,NA,TRUE,NA,FALSE,0.2111,0.206
131,1,0.2343,NA,TRUE,NA,FALSE,0.3317,0.3518
132,2,0.3475,0.0179,TRUE,TRUE,FALSE,0.6231,0.1307
133,1,0.724,NA,TRUE,NA,FALSE,0.7638,0.8241
134,1,0.4822,NA,TRUE,NA,FALSE,0.5377,0.5377
135,1,0.0026,NA,FALSE,NA,FALSE,0.0201,0.0151
136,2,0,2e-4,FALSE,FALSE,FALSE,0.005,0.0151
137,1,8e-4,NA,FALSE,NA,FALSE,0.0151,0.0151
138,2,0.017,6e-4,TRUE,FALSE,FALSE,0.0955,0.005
139,1,0.2642,NA,TRUE,NA,FALSE,0.4171,0.3819
140,2,0.003,0,FALSE,FALSE,FALSE,0.005,0
141,2,0.4502,0.204,TRUE,TRUE,FALSE,0.6231,0.4422
142,1,0.9969,NA,TRUE,NA,FALSE,0.9899,0.9899
143,NA,NA,NA,NA,NA,TRUE,NA,NA
144,1,0.2036,NA,TRUE,NA,FALSE,0.3417,0.3015
145,2,0.8455,0.0594,TRUE,TRUE,FALSE,0.9296,0.2814
146,2,6e-4,0.0123,FALSE,TRUE,FALSE,0.0151,0.0653
147,2,9e-4,0.0138,FALSE,TRUE,FALSE,0.0201,0.0352
148,1,0.0372,NA,TRUE,NA,FALSE,0.1005,0.1307
149,1,0.2389,NA,TRUE,NA,FALSE,0.3518,0.3317
150,1,0.0044,NA,FALSE,NA,FALSE,0.0352,0.0151
151,2,6e-4,0.8191,FALSE,TRUE,FALSE,0,0.8693
152,2,0.0108,0.9675,TRUE,TRUE,FALSE,0.1156,0.9799
153,2,3e-4,0.016,FALSE,TRUE,FALSE,0.005,0.0704
154,1,0.1875,NA,TRUE,NA,FALSE,0.4724,0.407
155,2,0.0217,0.8455,TRUE,TRUE,FALSE,0.1508,0.9246
156,2,0.1226,0.0195,TRUE,TRUE,FALSE,0.2814,0.0854
157,2,0.4992,0.7057,TRUE,TRUE,FALSE,0.6583,0.8492
158,2,1e-4,0,FALSE,FALSE,FALSE,0,0
159,1,0.021,NA,TRUE,NA,FALSE,0.0804,0.1055
160,1,0.0144,NA,TRUE,NA,FALSE,0.0452,0.0452
161,1,0.0148,NA,TRUE,NA,FALSE,0.0553,0.0553
162,1,0.0232,NA,TRUE,NA,FALSE,0.0905,0.0603
163,1,0.1707,NA,TRUE,NA,FALSE,0.3065,0.2965
164,1,0.9125,NA,TRUE,NA,FALSE,0.9196,0.9146
165,1,4e-4,NA,FALSE,NA,FALSE,0.0201,0
166,2,0.0457,0.0115,TRUE,TRUE,FALSE,0.1558,0.1005
167,2,0.5522,0.2322,TRUE,TRUE,FALSE,0.6181,0.3166
168,1,0.0126,NA,TRUE,NA,FALSE,0.0553,0.0302
169,2,0.0221,0.0776,TRUE,TRUE,FALSE,0.1608,0.3015
170,2,0.1275,6e-4,TRUE,FALSE,FALSE,0.2714,0.0151
171,2,0,1e-4,FALSE,FALSE,FALSE,0.005,0.0101
172,1,0.646,NA,TRUE,NA,FALSE,0.7236,0.7186
173,2,0.33,0.6436,TRUE,TRUE,FALSE,0.4774,0.809
174,2,0.0011,0.004,FALSE,FALSE,FALSE,0.0302,0.0704
175,2,0.0048,0.1367,FALSE,TRUE,FALSE,0.0151,0.2412
176,1,0.0605,NA,TRUE,NA,FALSE,0.1608,0.1759
177,2,0,0.0521,FALSE,TRUE,FALSE,0,0.2161
178,1,5e-4,NA,FALSE,NA,FALSE,0.0101,0.0151
179,1,0.0021,NA,FALSE,NA,FALSE,0.0452,0.0101
180,2,0.059,0.0038,TRUE,FALSE,FALSE,0.2513,0.0603
181,2,0.0012,0.205,FALSE,TRUE,FALSE,0.0151,0.407
182,1,0.1516,NA,TRUE,NA,FALSE,0.3367,0.3166
183,2,0.0012,0.0056,FALSE,FALSE,FALSE,0.0603,0.0804
184,NA,NA,NA,NA,NA,FALSE,NA,NA
185,1,0.0888,NA,TRUE,NA,FALSE,0.2261,0.2814
186,1,0.0122,NA,TRUE,NA,FALSE,0.1055,0.0754
187,2,0.0019,3e-4,FALSE,FALSE,FALSE,0.0452,0.005
188,2,1e-4,0.2569,FALSE,TRUE,FALSE,0.005,0.3518
189,1,0.4855,NA,TRUE,NA,FALSE,0.6281,0.6432
190,1,0.9572,NA,TRUE,NA,FALSE,1,0.9749
191,2,0.001,3e-4,FALSE,FALSE,FALSE,0.0251,0.005
192,1,0.0036,NA,FALSE,NA,FALSE,0.0201,0.0302
193,1,0.0011,NA,FALSE,NA,FALSE,0.0201,0.0402
194,2,0.0224,0.0026,TRUE,FALSE,FALSE,0.0955,0.0653
195,2,0,3e-4,FALSE,FALSE,FALSE,0,0.005
196,2,0.0036,0.4876,FALSE,TRUE,FALSE,0.005,0.6332
197,1,0.8273,NA,TRUE,NA,FALSE,0.9296,0.8894
198,2,1e-4,0.0096,FALSE,FALSE,FALSE,0.005,0.0352
199,2,0.0058,0.0465,FALSE,TRUE,FALSE,0.0302,0.1709
200,2,2e-4,0.0928,FALSE,TRUE,FALSE,0.005,0.2261
201,2,0,0.0136,FALSE,TRUE,FALSE,0,0.0754
202,NA,NA,NA,NA,NA,TRUE,NA,NA
203,2,0,0.0286,FALSE,TRUE,FALSE,0,0.1256
204,2,0.0013,0.6084,FALSE,TRUE,FALSE,0.0201,0.7739
205,2,0.0024,0.7635,FALSE,TRUE,FALSE,0.0302,0.8492
206,2,0,0.6191,FALSE,TRUE,FALSE,0,0.7186
207,1,0.9336,NA,TRUE,NA,FALSE,0.9497,0.9698
208,2,0.0097,0.0834,FALSE,TRUE,FALSE,0.0704,0.2663
209,2,0.0019,0.3651,FALSE,TRUE,FALSE,0.0302,0.5729
210,2,0.0085,0.2518,FALSE,TRUE,FALSE,0.0603,0.4874
211,2,0.029,0.6276,TRUE,TRUE,FALSE,0.1156,0.7538
212,2,0.0057,8e-4,FALSE,FALSE,FALSE,0.0653,0.0251
213,2,0.5273,0.0307,TRUE,TRUE,FALSE,0.7487,0.1859
214,1,0.7046,NA,TRUE,NA,FALSE,0.7739,0.7889
215,2,0.131,0.3405,TRUE,TRUE,FALSE,0.196,0.5226
216,2,0,0.0707,FALSE,TRUE,FALSE,0,0.1307
217,1,4e-4,NA,FALSE,NA,FALSE,0.0101,0.0101
218,2,5e-4,0.0019,FALSE,FALSE,FALSE,0.0151,0.0201
219,1,0.167,NA,TRUE,NA,FALSE,0.3668,0.3266
220,2,0,0.0239,FALSE,TRUE,FALSE,0.005,0.1156
221,NA,NA,NA,NA,NA,TRUE,NA,NA
222,1,0.2322,NA,TRUE,NA,FALSE,0.3266,0.3668
223,2,0.0495,0.0052,TRUE,FALSE,FALSE,0.1457,0.0302
224,2,0.0513,0.3819,TRUE,TRUE,FALSE,0.1307,0.6482
225,1,0.0433,NA,TRUE,NA,FALSE,0.1457,0.1357
226,2,1e-4,0.5334,FALSE,TRUE,FALSE,0.0151,0.7889
227,NA,NA,NA,NA,NA,TRUE,NA,NA
228,1,0.345,NA,TRUE,NA,FALSE,0.4322,0.4975
229,1,0.1035,NA,TRUE,NA,FALSE,0.2864,0.3116
230,2,0.1147,0.0217,TRUE,TRUE,FALSE,0.3668,0.1759
231,2,0.0012,0.0058,FALSE,FALSE,FALSE,0.0201,0.0503
232,2,0.0426,0.1653,TRUE,TRUE,FALSE,0.0804,0.2714
233,1,0.0056,NA,FALSE,NA,FALSE,0.0251,0.0352
234,1,0.0035,NA,FALSE,NA,FALSE,0.0201,0.0151
235,1,0.0251,NA,TRUE,NA,FALSE,0.0653,0.1256
236,1,0.3335,NA,TRUE,NA,FALSE,0.4925,0.5075
237,1,7e-4,NA,FALSE,NA,FALSE,0,0.0101
238,2,2e-4,0.0043,FALSE,FALSE,FALSE,0.005,0.0553
239,2,0.2392,0.2661,TRUE,TRUE,FALSE,0.4724,0.5327
240,1,0.0557,NA,TRUE,NA,FALSE,0.0603,0.1005
241,2,4e-4,0.3799,FALSE,TRUE,FALSE,0.0352,0.6935
242,2,2e-4,0.0014,FALSE,FALSE,FALSE,0.0151,0.0101
243,2,5e-4,0.8884,FALSE,TRUE,FALSE,0.0201,0.9648
244,1,0.9795,NA,TRUE,NA,FALSE,0.995,0.9899
245,2,0.0095,0.0288,FALSE,TRUE,FALSE,0.0452,0.1005
246,2,4e-4,0.2605,FALSE,TRUE,FALSE,0.0201,0.5226
247,2,4e-4,0.0139,FALSE,TRUE,FALSE,0.0302,0.1357
248,2,0.0071,0.4093,FALSE,TRUE,FALSE,0.0603,0.6382
249,2,0.0078,0.8573,FALSE,TRUE,FALSE,0.0653,0.9196
250,1,0.3295,NA,TRUE,NA,FALSE,0.3869,0.4724
251,1,0.755,NA,TRUE,NA,FALSE,0.8241,0.8342
252,2,0.0028,0.9347,FALSE,TRUE,FALSE,0.0302,0.9598
253,2,0.0071,0.6821,FALSE,TRUE,FALSE,0.0955,0.8342
254,1,0,NA,FALSE,NA,FALSE,0,0
255,2,7e-4,0.1242,FALSE,TRUE,FALSE,0.0201,0.2111
256,2,0,0.0022,FALSE,FALSE,FALSE,0,0.0251
257,2,0.0022,0.0947,FALSE,TRUE,FALSE,0.0452,0.3015
258,2,0,0.0318,FALSE,TRUE,FALSE,0.0151,0.1508
259,2,1e-4,0.0077,FALSE,FALSE,FALSE,0.0101,0.0352
260,2,0.0246,0.5836,TRUE,TRUE,FALSE,0.206,0.7638
261,1,0.0095,NA,FALSE,NA,FALSE,0.0402,0.0302
262,2,1e-4,0.1058,FALSE,TRUE,FALSE,0.005,0.2412
263,1,0.0012,NA,FALSE,NA,FALSE,0.0101,0.005
264,2,0,0.0086,FALSE,FALSE,FALSE,0,0.0452
265,2,0,4e-4,FALSE,FALSE,FALSE,0,0
266,2,0.0054,0.1687,FALSE,TRUE,FALSE,0.0653,0.3266
267,2,0.0018,0.7926,FALSE,TRUE,FALSE,0.0503,0.8945
268,2,0.001,0.101,FALSE,TRUE,FALSE,0.0151,0.2814
269,1,0.3954,NA,TRUE,NA,FALSE,0.5578,0.5578
270,1,0.3937,NA,TRUE,NA,FALSE,0.4322,0.5075
271,2,0,0.0395,FALSE,TRUE,FALSE,0,0.1156
272,2,4e-4,0.4815,FALSE,TRUE,FALSE,0.005,0.7136
273,2,1e-4,0.2368,FALSE,TRUE,FALSE,0.005,0.4221
274,2,2e-4,0.1076,FALSE,TRUE,FALSE,0.005,0.2111
275,2,0,0.0582,FALSE,TRUE,FALSE,0,0.201
276,2,0.0174,0.5653,TRUE,TRUE,FALSE,0.0754,0.6935
277,1,0.007,NA,FALSE,NA,FALSE,0.0653,0.0302
278,2,0.056,0.7963,TRUE,TRUE,FALSE,0.1759,0.9347
279,2,0.0447,0.6205,TRUE,TRUE,FALSE,0.1809,0.809
280,2,0.0023,0.1038,FALSE,TRUE,FALSE,0.0352,0.2663
281,2,0.0362,0.8306,TRUE,TRUE,FALSE,0.1608,0.9146
282,2,1e-4,0.0148,FALSE,TRUE,FALSE,0,0.0553
283,2,0.0508,0.2234,TRUE,TRUE,FALSE,0.201,0.4573
284,2,0.0131,0.0241,TRUE,TRUE,FALSE,0.0402,0.1256
285,2,0.0061,0.0257,FALSE,TRUE,FALSE,0.0553,0.1709
286,2,0.0042,0.3284,FALSE,TRUE,FALSE,0.0452,0.5226
287,2,0.001,0.3437,FALSE,TRUE,FALSE,0.0302,0.6181
288,NA,NA,NA,NA,NA,TRUE,NA,NA
289,2,0,1e-4,FALSE,FALSE,FALSE,0,0
290,2,0.0033,0.3117,FALSE,TRUE,FALSE,0.0653,0.5075
291,2,0,0.3046,FALSE,TRUE,FALSE,0,0.4925
292,2,3e-4,0.306,FALSE,TRUE,FALSE,0.005,0.4774
293,1,0.0218,NA,TRUE,NA,FALSE,0.0854,0.0804
294,2,0.0033,0.2164,FALSE,TRUE,FALSE,0.0352,0.4221
295,1,0.0623,NA,TRUE,NA,FALSE,0.1307,0.1508
296,2,0,1e-4,FALSE,FALSE,FALSE,0,0
297,2,0.0178,0.1365,TRUE,TRUE,FALSE,0.0704,0.3065
298,2,0.0115,0.0027,TRUE,FALSE,FALSE,0.0503,0.0151
299,2,0.1194,0.3004,TRUE,TRUE,FALSE,0.2714,0.4221
300,2,8e-4,0.3242,FALSE,TRUE,FALSE,0.005,0.4724
301,2,0.0226,0.0293,TRUE,TRUE,FALSE,0.0804,0.1608
302,2,0.0088,0.0324,FALSE,TRUE,FALSE,0.0503,0.1709
303,2,0.0696,0.0244,TRUE,TRUE,FALSE,0.1759,0.1307
304,2,0.0035,0.1378,FALSE,TRUE,FALSE,0.0352,0.2965
305,2,0.0069,0.331,FALSE,TRUE,FALSE,0.0402,0.608
306,2,0,1e-4,FALSE,FALSE,FALSE,0,0
307,2,0.0368,0.441,TRUE,TRUE,FALSE,0.0955,0.5477
308,1,0.3386,NA,TRUE,NA,FALSE,0.4271,0.4121
309,2,7e-4,0.0293,FALSE,TRUE,FALSE,0.005,0.1759
310,2,0.03,0.0422,TRUE,TRUE,FALSE,0.0955,0.1709
311,2,0.1032,0.3545,TRUE,TRUE,FALSE,0.2613,0.4724
312,2,0.0209,0.7439,TRUE,TRUE,FALSE,0.0905,0.8291
313,1,0.0078,NA,FALSE,NA,FALSE,0.0352,0.0352
314,2,2e-4,0.3189,FALSE,TRUE,FALSE,0,0.5075
315,2,0.0636,0.2296,TRUE,TRUE,FALSE,0.2261,0.4874
316,2,0.0043,0.5976,FALSE,TRUE,FALSE,0.0503,0.804
317,2,0.0019,0.6859,FALSE,TRUE,FALSE,0.0201,0.7839
318,2,0.0145,0.331,TRUE,TRUE,FALSE,0.0905,0.6131
319,2,0.1664,0.0119,TRUE,TRUE,FALSE,0.3869,0.0704
320,2,0,0,FALSE,FALSE,FALSE,0,0
321,2,1e-4,0.8731,FALSE,TRUE,FALSE,0.0352,0.9548
322,2,2e-4,0.702,FALSE,TRUE,FALSE,0.0101,0.794
323,1,0.0852,NA,TRUE,NA,FALSE,0.1558,0.2462
324,1,0.1019,NA,TRUE,NA,FALSE,0.2513,0.2261
325,2,5e-4,0.0757,FALSE,TRUE,FALSE,0.005,0.2814
326,2,0.0068,0.7935,FALSE,TRUE,FALSE,0.0754,0.9146
327,2,1e-4,0.3826,FALSE,TRUE,FALSE,0,0.5879
328,2,2e-4,8e-4,FALSE,FALSE,FALSE,0.0151,0.0101
329,2,2e-4,0.3295,FALSE,TRUE,FALSE,0,0.4724
330,2,0.0275,0.7929,TRUE,TRUE,FALSE,0.1156,0.8945
331,2,0.0068,0.334,FALSE,TRUE,FALSE,0.0704,0.5176
332,2,0.0123,0.2006,TRUE,TRUE,FALSE,0.0804,0.4171
333,2,0.0012,0.0066,FALSE,FALSE,FALSE,0.0151,0.0352
334,1,0.0026,NA,FALSE,NA,FALSE,0.0101,0.005
335,2,0.0305,0.5232,TRUE,TRUE,FALSE,0.1307,0.6482
336,2,5e-4,0.0238,FALSE,TRUE,FALSE,0.0251,0.0854
337,2,8e-4,0.3103,FALSE,TRUE,FALSE,0.005,0.5226
338,2,2e-4,0.2337,FALSE,TRUE,FALSE,0.005,0.4372
339,2,1e-4,0.0061,FALSE,FALSE,FALSE,0.0352,0.0553
340,1,0.1229,NA,TRUE,NA,FALSE,0.2211,0.191
341,2,2e-4,0.082,FALSE,TRUE,FALSE,0,0.2261
342,2,0.0021,0.0223,FALSE,TRUE,FALSE,0.0302,0.1558
343,1,0.0054,NA,FALSE,NA,FALSE,0.0452,0.0402
344,2,0.0015,0.0051,FALSE,FALSE,FALSE,0.0101,0.0352
345,2,0,0.0752,FALSE,TRUE,FALSE,0,0.191
346,2,0,4e-4,FALSE,FALSE,FALSE,0,0.0101
347,1,0.0579,NA,TRUE,NA,FALSE,0.0754,0.0704
348,1,0.0832,NA,TRUE,NA,FALSE,0.191,0.1759
349,2,0,0.0029,FALSE,FALSE,FALSE,0,0.0352
350,2,0.001,0.0119,FALSE,TRUE,FALSE,0.0302,0.0854
351,2,0,1e-4,FALSE,FALSE,FALSE,0,0.005
352,2,0.0011,0.2905,FALSE,TRUE,FALSE,0.0151,0.4975
353,2,0.0078,0.2792,FALSE,TRUE,FALSE,0.1206,0.5879
354,2,1e-4,0.0084,FALSE,FALSE,FALSE,0.005,0.0503
355,2,0,0.0563,FALSE,TRUE,FALSE,0.005,0.1709
356,2,0.0196,0.0016,TRUE,FALSE,FALSE,0.0704,0.0151
357,2,0,0.015,FALSE,TRUE,FALSE,0,0.0352
358,2,0.0885,0.3953,TRUE,TRUE,FALSE,0.2613,0.6382
359,2,0.0072,0.0782,FALSE,TRUE,FALSE,0.0905,0.201
360,2,0.0093,0.2594,FALSE,TRUE,FALSE,0.0603,0.5176
361,2,0.0219,0.0049,TRUE,FALSE,FALSE,0.0452,0.0251
362,2,0.0051,0.0022,FALSE,FALSE,FALSE,0.0402,0.0352
363,2,0.0563,0.0021,TRUE,FALSE,FALSE,0.206,0.0402
364,2,0.0034,0.0319,FALSE,TRUE,FALSE,0.0302,0.1307
365,2,1e-4,0.1283,FALSE,TRUE,FALSE,0.005,0.3015
366,2,0.0094,8e-4,FALSE,FALSE,FALSE,0.0704,0.0151
367,2,0.0016,0.178,FALSE,TRUE,FALSE,0.0352,0.3216
368,2,2e-4,5e-4,FALSE,FALSE,FALSE,0.005,0.0101
369,1,0.0223,NA,TRUE,NA,FALSE,0.0653,0.0804
370,2,0.0058,0.0025,FALSE,FALSE,FALSE,0.0302,0.0151
371,2,0.009,0.0016,FALSE,FALSE,FALSE,0.0553,0.0251
372,2,5e-4,0,FALSE,FALSE,FALSE,0.0151,0
373,2,0.5707,0.0816,TRUE,TRUE,FALSE,0.799,0.3015
374,2,0.435,0.375,TRUE,TRUE,FALSE,0.5779,0.6583
375,2,2e-4,0.087,FALSE,TRUE,FALSE,0.005,0.2764
376,2,1e-4,5e-4,FALSE,FALSE,FALSE,0,0
377,1,0.0205,NA,TRUE,NA,FALSE,0.0503,0.0503
378,2,0.3721,0.0438,TRUE,TRUE,FALSE,0.5729,0.2412
379,2,2e-4,0.3439,FALSE,TRUE,FALSE,0,0.5427
380,2,0,0.0024,FALSE,FALSE,FALSE,0.005,0.0251
381,2,0.0049,0.3718,FALSE,TRUE,FALSE,0.0553,0.593
382,2,9e-4,0.0524,FALSE,TRUE,FALSE,0.0151,0.1859
383,2,0.0146,0.0396,TRUE,TRUE,FALSE,0.0854,0.1658
384,2,0.0673,0.0023,TRUE,FALSE,FALSE,0.1809,0.0151
385,1,0.6388,NA,TRUE,NA,FALSE,0.7588,0.6985
